design,version,W,n,cls,frac_absent
strat,v3,7,100,Harvest,0.0
strat,v3,7,100,Development,0.0
strat,v3,7,100,Insect/Disease,0.0
strat,v3,7,100,Beaver,0.0
simple,v3,7,200,Stable,0.0
simple,v3,7,200,Harvest,0.0
simple,v3,7,200,Development,0.0
simple,v3,7,200,Insect/Disease,0.0
simple,v3,7,200,Beaver,0.0
strat,v3,7,200,Stable,0.0
strat,v3,7,200,Harvest,0.0
strat,v3,7,200,Development,0.0
strat,v3,7,200,Insect/Disease,0.0
strat,v3,7,200,Beaver,0.0
simple,v3,7,500,Stable,0.0
simple,v3,7,500,Harvest,0.0
simple,v3,7,500,Development,0.0
simple,v3,7,500,Insect/Disease,0.0
simple,v3,7,500,Beaver,0.0
strat,v3,7,500,Stable,0.0
strat,v3,7,500,Harvest,0.0
strat,v3,7,500,Development,0.0
strat,v3,7,500,Insect/Disease,0.0
strat,v3,7,500,Beaver,0.0
simple,v3,7,1000,Stable,0.0
simple,v3,7,1000,Harvest,0.0
simple,v3,7,1000,Development,0.0
simple,v3,7,1000,Insect/Disease,0.0
simple,v3,7,1000,Beaver,0.0
strat,v3,7,1000,Stable,0.0
strat,v3,7,1000,Harvest,0.0
strat,v3,7,1000,Development,0.0
strat,v3,7,1000,Insect/Disease,0.0
strat,v3,7,1000,Beaver,0.0
simple,v3,7,2000,Stable,0.0
simple,v3,7,2000,Harvest,0.0
simple,v3,7,2000,Development,0.0
simple,v3,7,2000,Insect/Disease,0.0
simple,v3,7,2000,Beaver,0.0
strat,v3,7,2000,Stable,0.0
strat,v3,7,2000,Harvest,0.0
strat,v3,7,2000,Development,0.0
strat,v3,7,2000,Insect/Disease,0.0
strat,v3,7,2000,Beaver,0.0
simple,v3,7,5000,Stable,0.0
simple,v3,7,5000,Harvest,0.0
simple,v3,7,5000,Development,0.0
simple,v3,7,5000,Insect/Disease,0.0
simple,v3,7,5000,Beaver,0.0
strat,v3,7,5000,Stable,0.0
strat,v3,7,5000,Harvest,0.0
strat,v3,7,5000,Development,0.0
strat,v3,7,5000,Insect/Disease,0.0
strat,v3,7,5000,Beaver,0.0
simple,v3,9,20,Stable,0.0
simple,v3,9,20,Harvest,0.1
simple,v3,9,20,Development,0.26
simple,v3,9,20,Insect/Disease,0.12
simple,v3,9,20,Beaver,0.01
strat,v3,9,20,Stable,0.0
strat,v3,9,20,Harvest,0.0
strat,v3,9,20,Development,0.0
strat,v3,9,20,Insect/Disease,0.0
strat,v3,9,20,Beaver,0.0
simple,v3,9,50,Stable,0.0
simple,v3,9,50,Harvest,0.0
simple,v3,9,50,Development,0.03
simple,v3,9,50,Insect/Disease,0.0
simple,v3,9,50,Beaver,0.0
strat,v3,9,50,Stable,0.0
strat,v3,9,50,Harvest,0.0
strat,v3,9,50,Development,0.0
strat,v3,9,50,Insect/Disease,0.0
strat,v3,9,50,Beaver,0.0
simple,v3,9,100,Stable,0.0
simple,v3,9,100,Harvest,0.0
simple,v3,9,100,Development,0.0
simple,v3,9,100,Insect/Disease,0.0
simple,v3,9,100,Beaver,0.0
strat,v3,9,100,Stable,0.0
strat,v3,9,100,Harvest,0.0
strat,v3,9,100,Development,0.0
strat,v3,9,100,Insect/Disease,0.0
strat,v3,9,100,Beaver,0.0
simple,v3,9,200,Stable,0.0
simple,v3,9,200,Harvest,0.0
simple,v3,9,200,Development,0.0
simple,v3,9,200,Insect/Disease,0.0
simple,v3,9,200,Beaver,0.0
strat,v3,9,200,Stable,0.0
strat,v3,9,200,Harvest,0.0
strat,v3,9,200,Development,0.0
strat,v3,9,200,Insect/Disease,0.0
strat,v3,9,200,Beaver,0.0
simple,v3,9,500,Stable,0.0
simple,v3,9,500,Harvest,0.0
simple,v3,9,500,Development,0.0
simple,v3,9,500,Insect/Disease,0.0
simple,v3,9,500,Beaver,0.0
strat,v3,9,500,Stable,0.0
strat,v3,9,500,Harvest,0.0
strat,v3,9,500,Development,0.0
strat,v3,9,500,Insect/Disease,0.0
strat,v3,9,500,Beaver,0.0
simple,v3,9,1000,Stable,0.0
simple,v3,9,1000,Harvest,0.0
simple,v3,9,1000,Development,0.0
simple,v3,9,1000,Insect/Disease,0.0
simple,v3,9,1000,Beaver,0.0
strat,v3,9,1000,Stable,0.0
strat,v3,9,1000,Harvest,0.0
strat,v3,9,1000,Development,0.0
strat,v3,9,1000,Insect/Disease,0.0
strat,v3,9,1000,Beaver,0.0
simple,v3,9,2000,Stable,0.0
simple,v3,9,2000,Harvest,0.0
simple,v3,9,2000,Development,0.0
simple,v3,9,2000,Insect/Disease,0.0
simple,v3,9,2000,Beaver,0.0
strat,v3,9,2000,Stable,0.0
strat,v3,9,2000,Harvest,0.0
strat,v3,9,2000,Development,0.0
strat,v3,9,2000,Insect/Disease,0.0
strat,v3,9,2000,Beaver,0.0
simple,v3,9,5000,Stable,0.0
simple,v3,9,5000,Harvest,0.0
simple,v3,9,5000,Development,0.0
simple,v3,9,5000,Insect/Disease,0.0
simple,v3,9,5000,Beaver,0.0
strat,v3,9,5000,Stable,0.0
strat,v3,9,5000,Harvest,0.0
strat,v3,9,5000,Development,0.0
strat,v3,9,5000,Insect/Disease,0.0
strat,v3,9,5000,Beaver,0.0
simple,v4,1,20,Stable,0.0
simple,v4,1,20,Harvest,0.67
simple,v4,1,20,Development,0.71
simple,v4,1,20,Insect/Disease,0.82
simple,v4,1,20,Beaver,0.81
strat,v4,1,20,Stable,0.0
strat,v4,1,20,Harvest,0.0
strat,v4,1,20,Development,0.0
strat,v4,1,20,Insect/Disease,0.0
strat,v4,1,20,Beaver,0.0
simple,v4,1,50,Stable,0.0
simple,v4,1,50,Harvest,0.39
simple,v4,1,50,Development,0.38
simple,v4,1,50,Insect/Disease,0.54
simple,v4,1,50,Beaver,0.65
strat,v4,1,50,Stable,0.0
strat,v4,1,50,Harvest,0.0
strat,v4,1,50,Development,0.0
strat,v4,1,50,Insect/Disease,0.0
strat,v4,1,50,Beaver,0.0
simple,v4,1,100,Stable,0.0
simple,v4,1,100,Harvest,0.13
simple,v4,1,100,Development,0.2
simple,v4,1,100,Insect/Disease,0.23
simple,v4,1,100,Beaver,0.45
strat,v4,1,100,Stable,0.0
strat,v4,1,100,Harvest,0.0
strat,v4,1,100,Development,0.0
strat,v4,1,100,Insect/Disease,0.0
strat,v4,1,100,Beaver,0.0
simple,v4,1,200,Stable,0.0
simple,v4,1,200,Harvest,0.01
simple,v4,1,200,Development,0.03
simple,v4,1,200,Insect/Disease,0.08
simple,v4,1,200,Beaver,0.17
strat,v4,1,200,Stable,0.0
strat,v4,1,200,Harvest,0.0
strat,v4,1,200,Development,0.0
strat,v4,1,200,Insect/Disease,0.0
strat,v4,1,200,Beaver,0.0
simple,v4,1,500,Stable,0.0
simple,v4,1,500,Harvest,0.0
simple,v4,1,500,Development,0.0
simple,v4,1,500,Insect/Disease,0.0
simple,v4,1,500,Beaver,0.01
strat,v4,1,500,Stable,0.0
strat,v4,1,500,Harvest,0.0
strat,v4,1,500,Development,0.0
strat,v4,1,500,Insect/Disease,0.0
strat,v4,1,500,Beaver,0.0
simple,v4,1,1000,Stable,0.0
simple,v4,1,1000,Harvest,0.0
simple,v4,1,1000,Development,0.0
simple,v4,1,1000,Insect/Disease,0.0
simple,v4,1,1000,Beaver,0.0
strat,v4,1,1000,Stable,0.0
strat,v4,1,1000,Harvest,0.0
strat,v4,1,1000,Development,0.0
strat,v4,1,1000,Insect/Disease,0.0
strat,v4,1,1000,Beaver,0.0
simple,v4,1,2000,Stable,0.0
simple,v4,1,2000,Harvest,0.0
simple,v4,1,2000,Development,0.0
simple,v4,1,2000,Insect/Disease,0.0
simple,v4,1,2000,Beaver,0.0
strat,v4,1,2000,Stable,0.0
strat,v4,1,2000,Harvest,0.0
strat,v4,1,2000,Development,0.0
strat,v4,1,2000,Insect/Disease,0.0
strat,v4,1,2000,Beaver,0.0
simple,v4,1,5000,Stable,0.0
simple,v4,1,5000,Harvest,0.0
simple,v4,1,5000,Development,0.0
simple,v4,1,5000,Insect/Disease,0.0
simple,v4,1,5000,Beaver,0.0
strat,v4,1,5000,Stable,0.0
strat,v4,1,5000,Harvest,0.0
strat,v4,1,5000,Development,0.0
strat,v4,1,5000,Insect/Disease,0.0
strat,v4,1,5000,Beaver,0.0
simple,v4,3,20,Stable,0.0
simple,v4,3,20,Harvest,0.36
simple,v4,3,20,Development,0.44
simple,v4,3,20,Insect/Disease,0.49
simple,v4,3,20,Beaver,0.66
strat,v4,3,20,Stable,0.0
strat,v4,3,20,Harvest,0.0
strat,v4,3,20,Development,0.0
strat,v4,3,20,Insect/Disease,0.0
strat,v4,3,20,Beaver,0.0
simple,v4,3,50,Stable,0.0
simple,v4,3,50,Harvest,0.19
simple,v4,3,50,Development,0.16
simple,v4,3,50,Insect/Disease,0.25
simple,v4,3,50,Beaver,0.37
strat,v4,3,50,Stable,0.0
strat,v4,3,50,Harvest,0.0
strat,v4,3,50,Development,0.0
strat,v4,3,50,Insect/Disease,0.0
strat,v4,3,50,Beaver,0.0
simple,v4,3,100,Stable,0.0
simple,v4,3,100,Harvest,0.01
simple,v4,3,100,Development,0.02
simple,v4,3,100,Insect/Disease,0.03
simple,v4,3,100,Beaver,0.14
strat,v4,3,100,Stable,0.0
strat,v4,3,100,Harvest,0.0
strat,v4,3,100,Development,0.0
strat,v4,3,100,Insect/Disease,0.0
strat,v4,3,100,Beaver,0.0
simple,v4,3,200,Stable,0.0
simple,v4,3,200,Harvest,0.0
simple,v4,3,200,Development,0.0
simple,v4,3,200,Insect/Disease,0.01
simple,v4,3,200,Beaver,0.04
strat,v4,3,200,Stable,0.0
strat,v4,3,200,Harvest,0.0
strat,v4,3,200,Development,0.0
strat,v4,3,200,Insect/Disease,0.0
strat,v4,3,200,Beaver,0.0
simple,v4,3,500,Stable,0.0
simple,v4,3,500,Harvest,0.0
simple,v4,3,500,Development,0.0
simple,v4,3,500,Insect/Disease,0.0
simple,v4,3,500,Beaver,0.0
strat,v4,3,500,Stable,0.0
strat,v4,3,500,Harvest,0.0
strat,v4,3,500,Development,0.0
strat,v4,3,500,Insect/Disease,0.0
strat,v4,3,500,Beaver,0.0
simple,v4,3,1000,Stable,0.0
simple,v4,3,1000,Harvest,0.0
simple,v4,3,1000,Development,0.0
simple,v4,3,1000,Insect/Disease,0.0
simple,v4,3,1000,Beaver,0.0
strat,v4,3,1000,Stable,0.0
strat,v4,3,1000,Harvest,0.0
strat,v4,3,1000,Development,0.0
strat,v4,3,1000,Insect/Disease,0.0
strat,v4,3,1000,Beaver,0.0
simple,v4,3,2000,Stable,0.0
simple,v4,3,2000,Harvest,0.0
simple,v4,3,2000,Development,0.0
simple,v4,3,2000,Insect/Disease,0.0
simple,v4,3,2000,Beaver,0.0
strat,v4,3,2000,Stable,0.0
strat,v4,3,2000,Harvest,0.0
strat,v4,3,2000,Development,0.0
strat,v4,3,2000,Insect/Disease,0.0
strat,v4,3,2000,Beaver,0.0
simple,v4,3,5000,Stable,0.0
simple,v4,3,5000,Harvest,0.0
simple,v4,3,5000,Development,0.0
simple,v4,3,5000,Insect/Disease,0.0
simple,v4,3,5000,Beaver,0.0
strat,v4,3,5000,Stable,0.0
strat,v4,3,5000,Harvest,0.0
strat,v4,3,5000,Development,0.0
strat,v4,3,5000,Insect/Disease,0.0
strat,v4,3,5000,Beaver,0.0
simple,v4,5,20,Stable,0.0
simple,v4,5,20,Harvest,0.34
simple,v4,5,20,Development,0.34
simple,v4,5,20,Insect/Disease,0.39
simple,v4,5,20,Beaver,0.51
strat,v4,5,20,Stable,0.0
strat,v4,5,20,Harvest,0.0
strat,v4,5,20,Development,0.0
strat,v4,5,20,Insect/Disease,0.0
strat,v4,5,20,Beaver,0.0
simple,v4,5,50,Stable,0.0
simple,v4,5,50,Harvest,0.09
simple,v4,5,50,Development,0.07
simple,v4,5,50,Insect/Disease,0.11
simple,v4,5,50,Beaver,0.21
strat,v4,5,50,Stable,0.0
strat,v4,5,50,Harvest,0.0
strat,v4,5,50,Development,0.0
strat,v4,5,50,Insect/Disease,0.0
strat,v4,5,50,Beaver,0.0
simple,v4,5,100,Stable,0.0
simple,v4,5,100,Harvest,0.0
simple,v4,5,100,Development,0.01
simple,v4,5,100,Insect/Disease,0.01
simple,v4,5,100,Beaver,0.03
strat,v4,5,100,Stable,0.0
strat,v4,5,100,Harvest,0.0
strat,v4,5,100,Development,0.0
strat,v4,5,100,Insect/Disease,0.0
strat,v4,5,100,Beaver,0.0
simple,v4,5,200,Stable,0.0
simple,v4,5,200,Harvest,0.0
simple,v4,5,200,Development,0.0
simple,v4,5,200,Insect/Disease,0.0
simple,v4,5,200,Beaver,0.0
strat,v4,5,200,Stable,0.0
strat,v4,5,200,Harvest,0.0
strat,v4,5,200,Development,0.0
strat,v4,5,200,Insect/Disease,0.0
strat,v4,5,200,Beaver,0.0
simple,v4,5,500,Stable,0.0
simple,v4,5,500,Harvest,0.0
simple,v4,5,500,Development,0.0
simple,v4,5,500,Insect/Disease,0.0
simple,v4,5,500,Beaver,0.0
strat,v4,5,500,Stable,0.0
strat,v4,5,500,Harvest,0.0
strat,v4,5,500,Development,0.0
strat,v4,5,500,Insect/Disease,0.0
strat,v4,5,500,Beaver,0.0
simple,v4,5,1000,Stable,0.0
simple,v4,5,1000,Harvest,0.0
simple,v4,5,1000,Development,0.0
simple,v4,5,1000,Insect/Disease,0.0
simple,v4,5,1000,Beaver,0.0
strat,v4,5,1000,Stable,0.0
strat,v4,5,1000,Harvest,0.0
strat,v4,5,1000,Development,0.0
strat,v4,5,1000,Insect/Disease,0.0
strat,v4,5,1000,Beaver,0.0
simple,v4,5,2000,Stable,0.0
simple,v4,5,2000,Harvest,0.0
simple,v4,5,2000,Development,0.0
simple,v4,5,2000,Insect/Disease,0.0
simple,v4,5,2000,Beaver,0.0
strat,v4,5,2000,Stable,0.0
strat,v4,5,2000,Harvest,0.0
strat,v4,5,2000,Development,0.0
strat,v4,5,2000,Insect/Disease,0.0
strat,v4,5,2000,Beaver,0.0
simple,v4,5,5000,Stable,0.0
simple,v4,5,5000,Harvest,0.0
simple,v4,5,5000,Development,0.0
simple,v4,5,5000,Insect/Disease,0.0
simple,v4,5,5000,Beaver,0.0
strat,v4,5,5000,Stable,0.0
strat,v4,5,5000,Harvest,0.0
strat,v4,5,5000,Development,0.0
strat,v4,5,5000,Insect/Disease,0.0
strat,v4,5,5000,Beaver,0.0
simple,v4,7,20,Stable,0.0
simple,v4,7,20,Harvest,0.2
simple,v4,7,20,Development,0.22
simple,v4,7,20,Insect/Disease,0.29
simple,v4,7,20,Beaver,0.48
strat,v4,7,20,Stable,0.0
strat,v4,7,20,Harvest,0.0
strat,v4,7,20,Development,0.0
strat,v4,7,20,Insect/Disease,0.0
strat,v4,7,20,Beaver,0.0
simple,v4,7,50,Stable,0.0
simple,v4,7,50,Harvest,0.02
simple,v4,7,50,Development,0.04
simple,v4,7,50,Insect/Disease,0.06
simple,v4,7,50,Beaver,0.09
strat,v4,7,50,Stable,0.0
strat,v4,7,50,Harvest,0.0
strat,v4,7,50,Development,0.0
strat,v4,7,50,Insect/Disease,0.0
strat,v4,7,50,Beaver,0.0
simple,v4,7,100,Stable,0.0
simple,v4,7,100,Harvest,0.0
simple,v4,7,100,Development,0.0
simple,v4,7,100,Insect/Disease,0.01
simple,v4,7,100,Beaver,0.01
strat,v4,7,100,Stable,0.0
strat,v4,7,100,Harvest,0.0
strat,v4,7,100,Development,0.0
strat,v4,7,100,Insect/Disease,0.0
strat,v4,7,100,Beaver,0.0
simple,v4,7,200,Stable,0.0
simple,v4,7,200,Harvest,0.0
simple,v4,7,200,Development,0.0
simple,v4,7,200,Insect/Disease,0.0
simple,v4,7,200,Beaver,0.0
strat,v4,7,200,Stable,0.0
strat,v4,7,200,Harvest,0.0
strat,v4,7,200,Development,0.0
strat,v4,7,200,Insect/Disease,0.0
strat,v4,7,200,Beaver,0.0
simple,v4,7,500,Stable,0.0
simple,v4,7,500,Harvest,0.0
simple,v4,7,500,Development,0.0
simple,v4,7,500,Insect/Disease,0.0
simple,v4,7,500,Beaver,0.0
strat,v4,7,500,Stable,0.0
strat,v4,7,500,Harvest,0.0
strat,v4,7,500,Development,0.0
strat,v4,7,500,Insect/Disease,0.0
strat,v4,7,500,Beaver,0.0
simple,v4,7,1000,Stable,0.0
simple,v4,7,1000,Harvest,0.0
simple,v4,7,1000,Development,0.0
simple,v4,7,1000,Insect/Disease,0.0
simple,v4,7,1000,Beaver,0.0
strat,v4,7,1000,Stable,0.0
strat,v4,7,1000,Harvest,0.0
strat,v4,7,1000,Development,0.0
strat,v4,7,1000,Insect/Disease,0.0
strat,v4,7,1000,Beaver,0.0
simple,v4,7,2000,Stable,0.0
simple,v4,7,2000,Harvest,0.0
simple,v4,7,2000,Development,0.0
simple,v4,7,2000,Insect/Disease,0.0
simple,v4,7,2000,Beaver,0.0
strat,v4,7,2000,Stable,0.0
strat,v4,7,2000,Harvest,0.0
strat,v4,7,2000,Development,0.0
strat,v4,7,2000,Insect/Disease,0.0
strat,v4,7,2000,Beaver,0.0
simple,v4,7,5000,Stable,0.0
simple,v4,7,5000,Harvest,0.0
simple,v4,7,5000,Development,0.0
simple,v4,7,5000,Insect/Disease,0.0
simple,v4,7,5000,Beaver,0.0
strat,v4,7,5000,Stable,0.0
strat,v4,7,5000,Harvest,0.0
strat,v4,7,5000,Development,0.0
strat,v4,7,5000,Insect/Disease,0.0
strat,v4,7,5000,Beaver,0.0
simple,v4,9,20,Stable,0.0
simple,v4,9,20,Harvest,0.17
simple,v4,9,20,Development,0.14
simple,v4,9,20,Insect/Disease,0.25
simple,v4,9,20,Beaver,0.33
strat,v4,9,20,Stable,0.0
strat,v4,9,20,Harvest,0.0
strat,v4,9,20,Development,0.0
strat,v4,9,20,Insect/Disease,0.0
strat,v4,9,20,Beaver,0.0
simple,v4,9,50,Stable,0.0
simple,v4,9,50,Harvest,0.02
simple,v4,9,50,Development,0.01
simple,v4,9,50,Insect/Disease,0.0
simple,v4,9,50,Beaver,0.02
strat,v4,9,50,Stable,0.0
strat,v4,9,50,Harvest,0.0
strat,v4,9,50,Development,0.0
strat,v4,9,50,Insect/Disease,0.0
strat,v4,9,50,Beaver,0.0
simple,v4,9,100,Stable,0.0
simple,v4,9,100,Harvest,0.0
simple,v4,9,100,Development,0.0
simple,v4,9,100,Insect/Disease,0.0
simple,v4,9,100,Beaver,0.0
strat,v4,9,100,Stable,0.0
strat,v4,9,100,Harvest,0.0
strat,v4,9,100,Development,0.0
strat,v4,9,100,Insect/Disease,0.0
strat,v4,9,100,Beaver,0.0
simple,v4,9,200,Stable,0.0
simple,v4,9,200,Harvest,0.0
simple,v4,9,200,Development,0.0
simple,v4,9,200,Insect/Disease,0.0
simple,v4,9,200,Beaver,0.0
strat,v4,9,200,Stable,0.0
strat,v4,9,200,Harvest,0.0
strat,v4,9,200,Development,0.0
strat,v4,9,200,Insect/Disease,0.0
strat,v4,9,200,Beaver,0.0
simple,v4,9,500,Stable,0.0
simple,v4,9,500,Harvest,0.0
simple,v4,9,500,Development,0.0
simple,v4,9,500,Insect/Disease,0.0
simple,v4,9,500,Beaver,0.0
strat,v4,9,500,Stable,0.0
strat,v4,9,500,Harvest,0.0
strat,v4,9,500,Development,0.0
strat,v4,9,500,Insect/Disease,0.0
strat,v4,9,500,Beaver,0.0
simple,v4,9,1000,Stable,0.0
simple,v4,9,1000,Harvest,0.0
simple,v4,9,1000,Development,0.0
simple,v4,9,1000,Insect/Disease,0.0
simple,v4,9,1000,Beaver,0.0
strat,v4,9,1000,Stable,0.0
strat,v4,9,1000,Harvest,0.0
strat,v4,9,1000,Development,0.0
strat,v4,9,1000,Insect/Disease,0.0
strat,v4,9,1000,Beaver,0.0
simple,v4,9,2000,Stable,0.0
simple,v4,9,2000,Harvest,0.0
simple,v4,9,2000,Development,0.0
simple,v4,9,2000,Insect/Disease,0.0
simple,v4,9,2000,Beaver,0.0
strat,v4,9,2000,Stable,0.0
strat,v4,9,2000,Harvest,0.0
strat,v4,9,2000,Development,0.0
strat,v4,9,2000,Insect/Disease,0.0
strat,v4,9,2000,Beaver,0.0
simple,v4,9,5000,Stable,0.0
simple,v4,9,5000,Harvest,0.0
simple,v4,9,5000,Development,0.0
simple,v4,9,5000,Insect/Disease,0.0
simple,v4,9,5000,Beaver,0.0
strat,v4,9,5000,Stable,0.0
strat,v4,9,5000,Harvest,0.0
strat,v4,9,5000,Development,0.0
strat,v4,9,5000,Insect/Disease,0.0
strat,v4,9,5000,Beaver,0.0
simple,v5,1,20,Stable,0.0
simple,v5,1,20,Harvest,0.32
simple,v5,1,20,Development,0.77
simple,v5,1,20,Insect/Disease,0.53
simple,v5,1,20,Beaver,0.01
strat,v5,1,20,Stable,0.0
strat,v5,1,20,Harvest,0.0
strat,v5,1,20,Development,0.0
strat,v5,1,20,Insect/Disease,0.0
strat,v5,1,20,Beaver,0.0
simple,v5,1,50,Stable,0.0
simple,v5,1,50,Harvest,0.08
simple,v5,1,50,Development,0.52
simple,v5,1,50,Insect/Disease,0.21
simple,v5,1,50,Beaver,0.0
strat,v5,1,50,Stable,0.0
strat,v5,1,50,Harvest,0.0
strat,v5,1,50,Development,0.0
strat,v5,1,50,Insect/Disease,0.0
strat,v5,1,50,Beaver,0.0
simple,v5,1,100,Stable,0.0
simple,v5,1,100,Harvest,0.01
simple,v5,1,100,Development,0.24
simple,v5,1,100,Insect/Disease,0.05
simple,v5,1,100,Beaver,0.0
strat,v5,1,100,Stable,0.0
strat,v5,1,100,Harvest,0.0
strat,v5,1,100,Development,0.0
strat,v5,1,100,Insect/Disease,0.0
strat,v5,1,100,Beaver,0.0
simple,v5,1,200,Stable,0.0
simple,v5,1,200,Harvest,0.0
simple,v5,1,200,Development,0.03
simple,v5,1,200,Insect/Disease,0.0
simple,v5,1,200,Beaver,0.0
strat,v5,1,200,Stable,0.0
strat,v5,1,200,Harvest,0.0
strat,v5,1,200,Development,0.0
strat,v5,1,200,Insect/Disease,0.0
strat,v5,1,200,Beaver,0.0
simple,v5,1,500,Stable,0.0
simple,v5,1,500,Harvest,0.0
simple,v5,1,500,Development,0.0
simple,v5,1,500,Insect/Disease,0.0
simple,v5,1,500,Beaver,0.0
strat,v5,1,500,Stable,0.0
strat,v5,1,500,Harvest,0.0
strat,v5,1,500,Development,0.0
strat,v5,1,500,Insect/Disease,0.0
strat,v5,1,500,Beaver,0.0
simple,v5,1,1000,Stable,0.0
simple,v5,1,1000,Harvest,0.0
simple,v5,1,1000,Development,0.0
simple,v5,1,1000,Insect/Disease,0.0
simple,v5,1,1000,Beaver,0.0
strat,v5,1,1000,Stable,0.0
strat,v5,1,1000,Harvest,0.0
strat,v5,1,1000,Development,0.0
strat,v5,1,1000,Insect/Disease,0.0
strat,v5,1,1000,Beaver,0.0
simple,v5,1,2000,Stable,0.0
simple,v5,1,2000,Harvest,0.0
simple,v5,1,2000,Development,0.0
simple,v5,1,2000,Insect/Disease,0.0
simple,v5,1,2000,Beaver,0.0
strat,v5,1,2000,Stable,0.0
strat,v5,1,2000,Harvest,0.0
strat,v5,1,2000,Development,0.0
strat,v5,1,2000,Insect/Disease,0.0
strat,v5,1,2000,Beaver,0.0
simple,v5,1,5000,Stable,0.0
simple,v5,1,5000,Harvest,0.0
simple,v5,1,5000,Development,0.0
simple,v5,1,5000,Insect/Disease,0.0
simple,v5,1,5000,Beaver,0.0
strat,v5,1,5000,Stable,0.0
strat,v5,1,5000,Harvest,0.0
strat,v5,1,5000,Development,0.0
strat,v5,1,5000,Insect/Disease,0.0
strat,v5,1,5000,Beaver,0.0
simple,v5,3,20,Stable,0.0
simple,v5,3,20,Harvest,0.2
simple,v5,3,20,Development,0.43
simple,v5,3,20,Insect/Disease,0.39
simple,v5,3,20,Beaver,0.0
strat,v5,3,20,Stable,0.0
strat,v5,3,20,Harvest,0.0
strat,v5,3,20,Development,0.0
strat,v5,3,20,Insect/Disease,0.0
strat,v5,3,20,Beaver,0.0
simple,v5,3,50,Stable,0.0
simple,v5,3,50,Harvest,0.02
simple,v5,3,50,Development,0.25
simple,v5,3,50,Insect/Disease,0.14
simple,v5,3,50,Beaver,0.0
strat,v5,3,50,Stable,0.0
strat,v5,3,50,Harvest,0.0
strat,v5,3,50,Development,0.0
strat,v5,3,50,Insect/Disease,0.0
strat,v5,3,50,Beaver,0.0
simple,v5,3,100,Stable,0.0
simple,v5,3,100,Harvest,0.0
simple,v5,3,100,Development,0.01
simple,v5,3,100,Insect/Disease,0.01
simple,v5,3,100,Beaver,0.0
strat,v5,3,100,Stable,0.0
strat,v5,3,100,Harvest,0.0
strat,v5,3,100,Development,0.0
strat,v5,3,100,Insect/Disease,0.0
strat,v5,3,100,Beaver,0.0
simple,v5,3,200,Stable,0.0
simple,v5,3,200,Harvest,0.0
simple,v5,3,200,Development,0.0
simple,v5,3,200,Insect/Disease,0.0
simple,v5,3,200,Beaver,0.0
strat,v5,3,200,Stable,0.0
strat,v5,3,200,Harvest,0.0
strat,v5,3,200,Development,0.0
strat,v5,3,200,Insect/Disease,0.0
strat,v5,3,200,Beaver,0.0
simple,v5,3,500,Stable,0.0
simple,v5,3,500,Harvest,0.0
simple,v5,3,500,Development,0.0
simple,v5,3,500,Insect/Disease,0.0
simple,v5,3,500,Beaver,0.0
strat,v5,3,500,Stable,0.0
strat,v5,3,500,Harvest,0.0
strat,v5,3,500,Development,0.0
strat,v5,3,500,Insect/Disease,0.0
strat,v5,3,500,Beaver,0.0
simple,v5,3,1000,Stable,0.0
simple,v5,3,1000,Harvest,0.0
