version,W,n,cls,sd_simple,sd_strat,strat_efficiency
v2,1,20,Stable,0.03661,0.12113,3.309
v2,1,20,Harvest,,0.15609,
v2,1,20,Development,,0.14045,
v2,1,20,Insect/Disease,,0.18699,
v2,1,20,Beaver,,0.22655,
v2,1,50,Stable,0.02146,0.05124,2.388
v2,1,50,Harvest,0.20412,0.11466,0.562
v2,1,50,Development,,0.11471,
v2,1,50,Insect/Disease,,0.11726,
v2,1,50,Beaver,,0.1542,
v2,1,100,Stable,0.01689,0.04109,2.433
v2,1,100,Harvest,0.08305,0.07923,0.954
v2,1,100,Development,0.18257,0.09567,0.524
v2,1,100,Insect/Disease,0.11785,0.07283,0.618
v2,1,100,Beaver,0.06383,0.08267,1.295
v2,1,200,Stable,0.01296,0.03124,2.41
v2,1,200,Harvest,0.22211,0.067,0.302
v2,1,200,Development,0.30062,0.09124,0.303
v2,1,200,Insect/Disease,0.11697,0.07058,0.603
v2,1,200,Beaver,0.07395,0.03142,0.425
v2,1,500,Stable,0.00807,0.02016,2.498
v2,1,500,Harvest,0.07367,0.04861,0.66
v2,1,500,Development,0.07674,0.06999,0.912
v2,1,500,Insect/Disease,0.06688,0.04354,0.651
v2,1,500,Beaver,0.00378,0.01613,4.261
v2,1,1000,Stable,0.00512,0.01271,2.482
v2,1,1000,Harvest,0.06318,0.0296,0.469
v2,1,1000,Development,0.06186,0.05667,0.916
v2,1,1000,Insect/Disease,0.02602,0.01555,0.598
v2,1,1000,Beaver,0.01419,0.00143,0.101
v2,1,2000,Stable,0.00394,0.00816,2.073
v2,1,2000,Harvest,0.05358,0.02531,0.472
v2,1,2000,Development,0.03109,0.01436,0.462
v2,1,2000,Insect/Disease,0.01994,0.00701,0.352
v2,1,2000,Beaver,0.00375,0.00079,0.21
v2,1,5000,Stable,0.00252,0.0051,2.022
v2,1,5000,Harvest,0.03668,0.01453,0.396
v2,1,5000,Development,0.01611,0.0099,0.615
v2,1,5000,Insect/Disease,0.01154,0.00487,0.422
v2,1,5000,Beaver,0.00356,0.00049,0.137
v2,3,20,Stable,0.03319,0.08393,2.528
v2,3,20,Harvest,0.33637,0.17982,0.535
v2,3,20,Development,,0.17417,
v2,3,20,Insect/Disease,,0.1538,
v2,3,20,Beaver,0.14254,0.1926,1.351
v2,3,50,Stable,0.02084,0.04441,2.131
v2,3,50,Harvest,0.0551,0.11218,2.036
v2,3,50,Development,,0.1465,
v2,3,50,Insect/Disease,0.31547,0.11376,0.361
v2,3,50,Beaver,0.02857,0.06754,2.364
v2,3,100,Stable,0.01537,0.03757,2.445
v2,3,100,Harvest,0.21432,0.08288,0.387
v2,3,100,Development,,0.11123,
v2,3,100,Insect/Disease,0.23763,0.09241,0.389
v2,3,100,Beaver,0.0521,0.03353,0.643
v2,3,200,Stable,0.0114,0.02639,2.316
v2,3,200,Harvest,0.15819,0.06916,0.437
v2,3,200,Development,0.18329,0.08476,0.462
v2,3,200,Insect/Disease,0.10325,0.05648,0.547
v2,3,200,Beaver,0.04417,0.0134,0.303
v2,3,500,Stable,0.00677,0.01569,2.319
v2,3,500,Harvest,0.08685,0.04434,0.511
v2,3,500,Development,0.16758,0.06935,0.414
v2,3,500,Insect/Disease,0.04441,0.02554,0.575
v2,3,500,Beaver,0.02484,0.00605,0.244
v2,3,1000,Stable,0.00493,0.01057,2.146
v2,3,1000,Harvest,0.05997,0.03625,0.604
v2,3,1000,Development,0.0714,0.02741,0.384
v2,3,1000,Insect/Disease,0.03828,0.02252,0.588
v2,3,1000,Beaver,0.00778,0.00569,0.731
v2,3,2000,Stable,0.0035,0.00662,1.893
v2,3,2000,Harvest,0.04622,0.02201,0.476
v2,3,2000,Development,0.04382,0.02462,0.562
v2,3,2000,Insect/Disease,0.0152,0.02183,1.436
v2,3,2000,Beaver,0.00463,0.00537,1.161
v2,3,5000,Stable,0.00211,0.00432,2.044
v2,3,5000,Harvest,0.03118,0.01785,0.573
v2,3,5000,Development,0.01724,0.01284,0.745
v2,3,5000,Insect/Disease,0.01108,0.01019,0.92
v2,3,5000,Beaver,0.00319,0.00414,1.3
v2,5,20,Stable,0.03053,0.06753,2.212
v2,5,20,Harvest,0.34499,0.1862,0.54
v2,5,20,Development,,0.21894,
v2,5,20,Insect/Disease,0.00187,0.15186,81.178
v2,5,20,Beaver,,0.17115,
v2,5,50,Stable,0.01858,0.03802,2.046
v2,5,50,Harvest,0.20343,0.1144,0.562
v2,5,50,Development,,0.13127,
v2,5,50,Insect/Disease,0.27127,0.12046,0.444
v2,5,50,Beaver,0.14765,0.0261,0.177
v2,5,100,Stable,0.0133,0.03098,2.329
v2,5,100,Harvest,0.18137,0.07707,0.425
v2,5,100,Development,0.07576,0.07614,1.005
v2,5,100,Insect/Disease,0.08849,0.06468,0.731
v2,5,100,Beaver,0.09859,0.01524,0.155
v2,5,200,Stable,0.01099,0.02203,2.004
v2,5,200,Harvest,0.13842,0.06573,0.475
v2,5,200,Development,0.03927,0.06992,1.78
v2,5,200,Insect/Disease,0.08714,0.0582,0.668
v2,5,200,Beaver,0.02638,0.02239,0.849
v2,5,500,Stable,0.00652,0.01602,2.456
v2,5,500,Harvest,0.109,0.05948,0.546
v2,5,500,Development,0.11659,0.04041,0.347
v2,5,500,Insect/Disease,0.03378,0.03086,0.914
v2,5,500,Beaver,0.01934,0.00661,0.342
v2,5,1000,Stable,0.00501,0.00962,1.921
v2,5,1000,Harvest,0.06131,0.03288,0.536
v2,5,1000,Development,0.04203,0.01639,0.39
v2,5,1000,Insect/Disease,0.02261,0.02531,1.119
v2,5,1000,Beaver,0.0073,0.00615,0.842
v2,5,2000,Stable,0.00326,0.00785,2.407
v2,5,2000,Harvest,0.04443,0.02509,0.565
v2,5,2000,Development,0.03431,0.00778,0.227
v2,5,2000,Insect/Disease,0.01641,0.01554,0.947
v2,5,2000,Beaver,0.00465,0.0048,1.033
v2,5,5000,Stable,0.00222,0.00371,1.668
v2,5,5000,Harvest,0.02508,0.01435,0.572
v2,5,5000,Development,0.01345,0.01469,1.092
v2,5,5000,Insect/Disease,0.01001,0.01663,1.661
v2,5,5000,Beaver,0.0033,0.00409,1.239
v2,7,20,Stable,0.02717,0.07697,2.833
v2,7,20,Harvest,0.16698,0.18252,1.093
v2,7,20,Development,,0.18049,
v2,7,20,Insect/Disease,0.08226,0.14506,1.763
v2,7,20,Beaver,0.11805,0.132,1.118
v2,7,50,Stable,0.01954,0.03911,2.002
v2,7,50,Harvest,0.21303,0.11311,0.531
v2,7,50,Development,0.04342,0.11517,2.652
v2,7,50,Insect/Disease,0.0956,0.09293,0.972
v2,7,50,Beaver,0.06662,0.04374,0.657
v2,7,100,Stable,0.0133,0.03173,2.385
v2,7,100,Harvest,0.17163,0.10273,0.599
v2,7,100,Development,0.13974,0.07586,0.543
v2,7,100,Insect/Disease,0.1462,0.05444,0.372
v2,7,100,Beaver,0.02268,0.00941,0.415
v2,7,200,Stable,0.00946,0.02562,2.707
v2,7,200,Harvest,0.11503,0.06996,0.608
v2,7,200,Development,0.04997,0.05264,1.053
v2,7,200,Insect/Disease,0.06896,0.04522,0.656
v2,7,200,Beaver,0.01941,0.01873,0.965
v2,7,500,Stable,0.00595,0.01173,1.971
v2,7,500,Harvest,0.0861,0.03919,0.455
v2,7,500,Development,0.04701,0.02696,0.574
v2,7,500,Insect/Disease,0.02647,0.08366,3.161
v2,7,500,Beaver,0.01066,0.00253,0.237
v2,7,1000,Stable,0.00448,0.00935,2.088
v2,7,1000,Harvest,0.06035,0.04442,0.736
v2,7,1000,Development,0.02967,0.02451,0.826
v2,7,1000,Insect/Disease,0.02319,0.02462,1.062
v2,7,1000,Beaver,0.0061,0.00779,1.277
v2,7,2000,Stable,0.0034,0.00657,1.932
v2,7,2000,Harvest,0.04398,0.02623,0.596
v2,7,2000,Development,0.02562,0.01414,0.552
v2,7,2000,Insect/Disease,0.01568,0.01532,0.977
v2,7,2000,Beaver,0.00449,0.00485,1.08
v2,7,5000,Stable,0.00187,0.00456,2.44
v2,7,5000,Harvest,0.02822,0.01572,0.557
v2,7,5000,Development,0.01271,0.01065,0.838
v2,7,5000,Insect/Disease,0.01022,0.01311,1.283
v2,7,5000,Beaver,0.00283,0.00467,1.653
v2,9,20,Stable,0.03032,0.06884,2.27
v2,9,20,Harvest,0.31948,0.16003,0.501
v2,9,20,Development,0.38096,0.17473,0.459
v2,9,20,Insect/Disease,0.0831,0.14907,1.794
v2,9,20,Beaver,,0.07705,
v2,9,50,Stable,0.01929,0.0473,2.452
v2,9,50,Harvest,0.27199,0.11,0.404
v2,9,50,Development,0.20112,0.11498,0.572
v2,9,50,Insect/Disease,0.10994,0.07811,0.71
v2,9,50,Beaver,0.09,0.05635,0.626
v2,9,100,Stable,0.01329,0.03046,2.292
v2,9,100,Harvest,0.12693,0.07915,0.624
v2,9,100,Development,0.13265,0.06757,0.509
v2,9,100,Insect/Disease,0.06168,0.09346,1.515
v2,9,100,Beaver,0.02559,0.01483,0.58
v2,9,200,Stable,0.00999,0.0216,2.163
v2,9,200,Harvest,0.13279,0.05709,0.43
v2,9,200,Development,0.07105,0.05076,0.714
v2,9,200,Insect/Disease,0.0415,0.05347,1.288
v2,9,200,Beaver,0.01228,0.00612,0.498
v2,9,500,Stable,0.00642,0.01176,1.831
v2,9,500,Harvest,0.07813,0.04845,0.62
v2,9,500,Development,0.0475,0.04176,0.879
v2,9,500,Insect/Disease,0.03344,0.01991,0.595
v2,9,500,Beaver,0.01035,0.00699,0.675
v2,9,1000,Stable,0.00383,0.00897,2.346
v2,9,1000,Harvest,0.05257,0.03337,0.635
v2,9,1000,Development,0.02592,0.02997,1.156
v2,9,1000,Insect/Disease,0.01872,0.01846,0.986
v2,9,1000,Beaver,0.00473,0.00439,0.929
v2,9,2000,Stable,0.00299,0.00607,2.027
v2,9,2000,Harvest,0.03946,0.02859,0.725
v2,9,2000,Development,0.02055,0.01889,0.919
v2,9,2000,Insect/Disease,0.01463,0.0148,1.012
v2,9,2000,Beaver,0.00432,0.00631,1.461
v2,9,5000,Stable,0.00197,0.00404,2.051
v2,9,5000,Harvest,0.02621,0.01703,0.65
v2,9,5000,Development,0.0104,0.01014,0.975
v2,9,5000,Insect/Disease,0.01022,0.01356,1.326
v2,9,5000,Beaver,0.00253,0.00251,0.991
v3,1,20,Stable,0.06183,0.12642,2.045
v3,1,20,Harvest,,0.17504,
v3,1,20,Development,,0.17422,
v3,1,20,Insect/Disease,,0.20375,
v3,1,20,Beaver,,0.26599,
v3,1,50,Stable,0.03294,0.08635,2.621
v3,1,50,Harvest,0.20367,0.08715,0.428
v3,1,50,Development,,0.10125,
v3,1,50,Insect/Disease,,0.11763,
v3,1,50,Beaver,,0.06767,
v3,1,100,Stable,0.02495,0.05776,2.315
v3,1,100,Harvest,0.0765,0.07557,0.988
v3,1,100,Development,,0.08808,
v3,1,100,Insect/Disease,0.50508,0.09518,0.188
v3,1,100,Beaver,,0.03177,
v3,1,200,Stable,0.01857,0.03385,1.823
v3,1,200,Harvest,0.11483,0.06129,0.534
v3,1,200,Development,,0.0739,
v3,1,200,Insect/Disease,0.04707,0.06927,1.472
v3,1,200,Beaver,0.02807,0.00197,0.07
v3,1,500,Stable,0.01121,0.02559,2.283
v3,1,500,Harvest,0.04689,0.03469,0.74
v3,1,500,Development,,0.04403,
v3,1,500,Insect/Disease,0.02556,0.01571,0.615
v3,1,500,Beaver,0.00557,0.00078,0.141
v3,1,1000,Stable,0.00745,0.01748,2.348
v3,1,1000,Harvest,0.05548,0.02397,0.432
v3,1,1000,Development,0.02336,0.02686,1.15
v3,1,1000,Insect/Disease,0.01688,0.01548,0.917
v3,1,1000,Beaver,0.00104,0.00048,0.461
v3,1,2000,Stable,0.0057,0.01153,2.024
v3,1,2000,Harvest,0.03187,0.01631,0.512
v3,1,2000,Development,0.00958,0.00862,0.9
v3,1,2000,Insect/Disease,0.01239,0.00596,0.481
v3,1,2000,Beaver,0.00285,0.00029,0.102
v3,1,5000,Stable,0.00325,0.00646,1.991
v3,1,5000,Harvest,0.02327,0.00818,0.351
v3,1,5000,Development,0.00911,0.00182,0.199
v3,1,5000,Insect/Disease,0.01198,0.00275,0.23
v3,1,5000,Beaver,0.00208,0.00018,0.086
v3,3,20,Stable,0.04894,0.13648,2.789
v3,3,20,Harvest,0.28166,0.17083,0.607
v3,3,20,Development,,0.15214,
v3,3,20,Insect/Disease,,0.17098,
v3,3,20,Beaver,,0.13297,
v3,3,50,Stable,0.02847,0.0731,2.568
v3,3,50,Harvest,0.20646,0.09444,0.457
v3,3,50,Development,0.23684,0.09252,0.391
v3,3,50,Insect/Disease,0.09657,0.12475,1.292
v3,3,50,Beaver,,0.04659,
v3,3,100,Stable,0.01962,0.0479,2.441
v3,3,100,Harvest,0.0979,0.09484,0.969
v3,3,100,Development,0.01286,0.07885,6.133
v3,3,100,Insect/Disease,0.11405,0.08639,0.757
v3,3,100,Beaver,0.02399,0.01722,0.718
v3,3,200,Stable,0.01489,0.03214,2.159
v3,3,200,Harvest,0.09586,0.05264,0.549
v3,3,200,Development,0.34895,0.05502,0.158
v3,3,200,Insect/Disease,0.07163,0.05624,0.785
v3,3,200,Beaver,0.02043,0.00208,0.102
v3,3,500,Stable,0.01038,0.01924,1.853
v3,3,500,Harvest,0.04984,0.04152,0.833
v3,3,500,Development,0.06143,0.028,0.456
v3,3,500,Insect/Disease,0.03146,0.0624,1.984
v3,3,500,Beaver,0.00671,0.00039,0.058
v3,3,1000,Stable,0.00703,0.01291,1.837
v3,3,1000,Harvest,0.04658,0.02762,0.593
v3,3,1000,Development,0.01584,0.00992,0.626
v3,3,1000,Insect/Disease,0.02279,0.02059,0.904
v3,3,1000,Beaver,0.00622,0.00384,0.618
v3,3,2000,Stable,0.00486,0.01009,2.074
v3,3,2000,Harvest,0.03174,0.019,0.599
v3,3,2000,Development,0.0157,0.01482,0.944
v3,3,2000,Insect/Disease,0.01542,0.01684,1.092
v3,3,2000,Beaver,0.00229,0.00222,0.967
v3,3,5000,Stable,0.00276,0.00629,2.277
v3,3,5000,Harvest,0.0183,0.01243,0.679
v3,3,5000,Development,0.0114,0.00665,0.584
v3,3,5000,Insect/Disease,0.00913,0.00939,1.029
v3,3,5000,Beaver,0.00194,0.0019,0.982
v3,5,20,Stable,0.04327,0.10603,2.45
v3,5,20,Harvest,0.22095,0.13831,0.626
v3,5,20,Development,,0.16853,
v3,5,20,Insect/Disease,0.32159,0.17285,0.537
v3,5,20,Beaver,,0.11126,
v3,5,50,Stable,0.03161,0.05706,1.805
v3,5,50,Harvest,0.25436,0.11096,0.436
v3,5,50,Development,0.11474,0.09465,0.825
v3,5,50,Insect/Disease,0.2217,0.07768,0.35
v3,5,50,Beaver,0.03246,0.03652,1.125
v3,5,100,Stable,0.02273,0.04501,1.98
v3,5,100,Harvest,0.1152,0.06452,0.56
v3,5,100,Development,0.04987,0.0527,1.057
v3,5,100,Insect/Disease,0.0759,0.06565,0.865
v3,5,100,Beaver,0.01737,0.00479,0.276
v3,5,200,Stable,0.01341,0.03348,2.497
v3,5,200,Harvest,0.10169,0.04641,0.456
v3,5,200,Development,0.02984,0.07756,2.6
v3,5,200,Insect/Disease,0.06032,0.05082,0.842
v3,5,200,Beaver,0.01983,0.00088,0.045
v3,5,500,Stable,0.01031,0.01799,1.745
v3,5,500,Harvest,0.04413,0.05415,1.227
v3,5,500,Development,0.02175,0.01449,0.666
v3,5,500,Insect/Disease,0.02831,0.02082,0.735
v3,5,500,Beaver,0.01069,0.00785,0.734
v3,5,1000,Stable,0.00576,0.01469,2.553
v3,5,1000,Harvest,0.0375,0.02286,0.61
v3,5,1000,Development,0.01892,0.02812,1.486
v3,5,1000,Insect/Disease,0.0172,0.01757,1.021
v3,5,1000,Beaver,0.00342,0.00225,0.658
v3,5,2000,Stable,0.00441,0.00873,1.979
v3,5,2000,Harvest,0.02453,0.01703,0.694
v3,5,2000,Development,0.01078,0.01264,1.173
v3,5,2000,Insect/Disease,0.01191,0.01565,1.313
v3,5,2000,Beaver,0.00262,0.00291,1.11
v3,5,5000,Stable,0.00269,0.00661,2.46
v3,5,5000,Harvest,0.01628,0.0095,0.583
v3,5,5000,Development,0.0057,0.00806,1.415
v3,5,5000,Insect/Disease,0.00909,0.01025,1.128
v3,5,5000,Beaver,0.0017,0.00226,1.328
v3,7,20,Stable,0.03995,0.10906,2.73
v3,7,20,Harvest,0.27218,0.13804,0.507
v3,7,20,Development,,0.11149,
v3,7,20,Insect/Disease,0.19181,0.20241,1.055
v3,7,20,Beaver,,0.07174,
v3,7,50,Stable,0.03018,0.05647,1.871
v3,7,50,Harvest,0.11654,0.08433,0.724
v3,7,50,Development,,0.07846,
v3,7,50,Insect/Disease,0.10903,0.10935,1.003
v3,7,50,Beaver,0.07033,0.02899,0.412
v3,7,100,Stable,0.01861,0.03725,2.002
v3,7,100,Harvest,0.1352,0.07174,0.531
v3,7,100,Development,0.05118,0.05738,1.121
v3,7,100,Insect/Disease,0.0823,0.09321,1.132
v3,7,100,Beaver,0.03428,0.01764,0.514
v3,7,200,Stable,0.01377,0.03163,2.298
v3,7,200,Harvest,0.07638,0.0434,0.568
v3,7,200,Development,0.15606,0.03119,0.2
v3,7,200,Insect/Disease,0.04771,0.03411,0.715
v3,7,200,Beaver,0.01108,0.0041,0.37
v3,7,500,Stable,0.00793,0.01938,2.446
v3,7,500,Harvest,0.04741,0.0311,0.656
v3,7,500,Development,0.05316,0.04026,0.757
v3,7,500,Insect/Disease,0.03409,0.04406,1.293
v3,7,500,Beaver,0.00572,0.00367,0.641
v3,7,1000,Stable,0.00597,0.01299,2.178
v3,7,1000,Harvest,0.03898,0.01919,0.492
v3,7,1000,Development,0.01462,0.01013,0.693
v3,7,1000,Insect/Disease,0.01262,0.01881,1.49
v3,7,1000,Beaver,0.00444,0.00293,0.66
v3,7,2000,Stable,0.00405,0.00996,2.459
v3,7,2000,Harvest,0.0257,0.02194,0.854
v3,7,2000,Development,0.0102,0.01597,1.566
v3,7,2000,Insect/Disease,0.01258,0.01453,1.156
v3,7,2000,Beaver,0.00192,0.00388,2.022
v3,7,5000,Stable,0.00305,0.00555,1.822
v3,7,5000,Harvest,0.01401,0.01251,0.892
v3,7,5000,Development,0.00573,0.00637,1.112
v3,7,5000,Insect/Disease,0.0074,0.01113,1.503
v3,7,5000,Beaver,0.00153,0.0017,1.115
v3,9,20,Stable,0.03317,0.09614,2.899
v3,9,20,Harvest,0.19344,0.15008,0.776
v3,9,20,Development,0.10033,0.12642,1.26
v3,9,20,Insect/Disease,0.04738,0.1376,2.904
v3,9,20,Beaver,0.02458,0.04894,1.991
v3,9,50,Stable,0.02472,0.06574,2.66
v3,9,50,Harvest,0.11958,0.09587,0.802
v3,9,50,Development,0.00431,0.06672,15.48
v3,9,50,Insect/Disease,0.09005,0.08817,0.979
v3,9,50,Beaver,0.01013,0.00533,0.526
v3,9,100,Stable,0.01904,0.04314,2.266
v3,9,100,Harvest,0.08132,0.05121,0.63
v3,9,100,Development,0.14382,0.0542,0.377
v3,9,100,Insect/Disease,0.05728,0.06117,1.068
v3,9,100,Beaver,0.01285,0.01391,1.082
v3,9,200,Stable,0.01382,0.0294,2.127
v3,9,200,Harvest,0.06581,0.03649,0.555
v3,9,200,Development,0.02483,0.01938,0.781
v3,9,200,Insect/Disease,0.03291,0.03416,1.038
v3,9,200,Beaver,0.00873,0.00393,0.45
v3,9,500,Stable,0.00826,0.01918,2.321
v3,9,500,Harvest,0.04703,0.04973,1.057
v3,9,500,Development,0.02872,0.01174,0.409
v3,9,500,Insect/Disease,0.0219,0.01643,0.75
v3,9,500,Beaver,0.00405,0.0058,1.432
v3,9,1000,Stable,0.0064,0.01207,1.886
v3,9,1000,Harvest,0.03552,0.03274,0.922
v3,9,1000,Development,0.01663,0.01489,0.895
v3,9,1000,Insect/Disease,0.0149,0.02048,1.375
v3,9,1000,Beaver,0.00268,0.00568,2.117
v3,9,2000,Stable,0.00383,0.00896,2.337
v3,9,2000,Harvest,0.02534,0.01746,0.689
v3,9,2000,Development,0.00788,0.01388,1.762
v3,9,2000,Insect/Disease,0.01116,0.0118,1.057
v3,9,2000,Beaver,0.0018,0.00208,1.159
v3,9,5000,Stable,0.00244,0.00565,2.311
v3,9,5000,Harvest,0.01384,0.01119,0.809
v3,9,5000,Development,0.00586,0.00602,1.028
v3,9,5000,Insect/Disease,0.00695,0.00783,1.127
v3,9,5000,Beaver,0.00121,0.0021,1.741
v4,1,20,Stable,0.02887,0.05499,1.905
v4,1,20,Harvest,0.20412,0.13917,0.682
v4,1,20,Development,,0.18966,
v4,1,20,Insect/Disease,,0.11803,
v4,1,20,Beaver,0.0,0.17662,
v4,1,50,Stable,0.01509,0.03755,2.488
v4,1,50,Harvest,0.05774,0.10421,1.805
v4,1,50,Development,,0.14155,
v4,1,50,Insect/Disease,,0.07036,
v4,1,50,Beaver,,0.17425,
v4,1,100,Stable,0.01263,0.02822,2.235
v4,1,100,Harvest,0.19796,0.07948,0.401
v4,1,100,Development,,0.09603,
v4,1,100,Insect/Disease,,0.05645,
v4,1,100,Beaver,0.09623,0.13008,1.352
v4,1,200,Stable,0.00934,0.01568,1.678
v4,1,200,Harvest,0.11441,0.06587,0.576
v4,1,200,Development,,0.07013,
v4,1,200,Insect/Disease,,0.04379,
v4,1,200,Beaver,,0.10759,
v4,1,500,Stable,0.00526,0.01011,1.921
v4,1,500,Harvest,0.06327,0.04779,0.755
v4,1,500,Development,0.04439,0.03438,0.774
v4,1,500,Insect/Disease,0.08244,0.02356,0.286
v4,1,500,Beaver,0.08383,0.09705,1.158
v4,1,1000,Stable,0.00368,0.00739,2.008
v4,1,1000,Harvest,0.06331,0.03412,0.539
v4,1,1000,Development,0.0175,0.02058,1.176
v4,1,1000,Insect/Disease,0.06562,0.01203,0.183
v4,1,1000,Beaver,0.08594,0.05302,0.617
v4,1,2000,Stable,0.00257,0.00521,2.03
v4,1,2000,Harvest,0.04149,0.02108,0.508
v4,1,2000,Development,0.01354,0.00507,0.375
v4,1,2000,Insect/Disease,0.02479,0.01089,0.439
v4,1,2000,Beaver,0.03739,0.02948,0.789
v4,1,5000,Stable,0.00175,0.00329,1.875
v4,1,5000,Harvest,0.02867,0.01216,0.424
v4,1,5000,Development,0.00954,0.00267,0.28
v4,1,5000,Insect/Disease,0.01725,0.00584,0.338
v4,1,5000,Beaver,0.01755,0.00691,0.394
v4,3,20,Stable,0.02403,0.05791,2.41
v4,3,20,Harvest,0.09659,0.17128,1.773
v4,3,20,Development,,0.1776,
v4,3,20,Insect/Disease,0.10962,0.10842,0.989
v4,3,20,Beaver,0.08616,0.21752,2.525
v4,3,50,Stable,0.01521,0.02676,1.759
v4,3,50,Harvest,0.18507,0.10075,0.544
v4,3,50,Development,,0.11013,
v4,3,50,Insect/Disease,0.28703,0.07288,0.254
v4,3,50,Beaver,,0.17426,
v4,3,100,Stable,0.01058,0.02046,1.933
v4,3,100,Harvest,0.20381,0.09614,0.472
v4,3,100,Development,,0.06348,
v4,3,100,Insect/Disease,0.11022,0.0425,0.386
v4,3,100,Beaver,0.14059,0.11642,0.828
v4,3,200,Stable,0.00776,0.01279,1.648
v4,3,200,Harvest,0.15858,0.06564,0.414
v4,3,200,Development,0.10456,0.07457,0.713
v4,3,200,Insect/Disease,0.04491,0.02596,0.578
v4,3,200,Beaver,,0.09417,
v4,3,500,Stable,0.00494,0.0105,2.127
v4,3,500,Harvest,0.08293,0.04755,0.573
v4,3,500,Development,0.06063,0.02445,0.403
v4,3,500,Insect/Disease,0.04127,0.0618,1.498
v4,3,500,Beaver,0.07944,0.05403,0.68
v4,3,1000,Stable,0.0033,0.00687,2.08
v4,3,1000,Harvest,0.04974,0.03129,0.629
v4,3,1000,Development,0.04597,0.03098,0.674
v4,3,1000,Insect/Disease,0.03343,0.03809,1.139
v4,3,1000,Beaver,0.0521,0.03304,0.634
v4,3,2000,Stable,0.00215,0.00483,2.24
v4,3,2000,Harvest,0.03761,0.02305,0.613
v4,3,2000,Development,0.01899,0.01382,0.728
v4,3,2000,Insect/Disease,0.0259,0.01502,0.58
v4,3,2000,Beaver,0.04307,0.02558,0.594
v4,3,5000,Stable,0.0016,0.0032,2.001
v4,3,5000,Harvest,0.02772,0.01529,0.551
v4,3,5000,Development,0.01424,0.00506,0.355
v4,3,5000,Insect/Disease,0.01233,0.01092,0.886
v4,3,5000,Beaver,0.02265,0.03384,1.494
v4,5,20,Stable,0.02118,0.05284,2.494
v4,5,20,Harvest,0.32981,0.17794,0.54
v4,5,20,Development,,0.21437,
v4,5,20,Insect/Disease,0.03928,0.13429,3.418
v4,5,20,Beaver,,0.23692,
v4,5,50,Stable,0.01372,0.02639,1.923
v4,5,50,Harvest,0.27904,0.09031,0.324
v4,5,50,Development,0.03263,0.08114,2.487
v4,5,50,Insect/Disease,0.23997,0.05753,0.24
v4,5,50,Beaver,0.09368,0.14392,1.536
v4,5,100,Stable,0.01012,0.0199,1.967
v4,5,100,Harvest,0.17448,0.0728,0.417
v4,5,100,Development,0.10509,0.05172,0.492
v4,5,100,Insect/Disease,0.16829,0.0341,0.203
v4,5,100,Beaver,0.08014,0.11351,1.416
v4,5,200,Stable,0.00678,0.01281,1.89
v4,5,200,Harvest,0.11008,0.07196,0.654
v4,5,200,Development,0.03326,0.02248,0.676
v4,5,200,Insect/Disease,0.09923,0.03582,0.361
v4,5,200,Beaver,0.18332,0.07778,0.424
v4,5,500,Stable,0.00474,0.01013,2.134
v4,5,500,Harvest,0.08077,0.04455,0.552
