source,bracket,control,class_code,class_name,precision,recall,f1,iou,support,cells_present,low_support,OA,macro_F1,mean_IoU,kappa,n_cells,total_pixels
embedding_v3,2019_2021,False,9,beaver,0.00105,0.65583,0.00209,0.00104,1200,6,False,0.60473,0.42539,0.29728,0.49373,36,4072026
embedding_v3,2019_2021,False,10,insect_disease,0.0,0.0,,0.0,12363,8,False,0.60473,0.42539,0.29728,0.49373,36,4072026
embedding_v4,2019_2021,False,1,harvest,0.05547,0.15401,0.08157,0.04252,23583,19,False,0.28489,0.20362,0.12974,0.17451,36,4072026
embedding_v4,2019_2021,False,2,development,0.00054,0.24347,0.00108,0.00054,1454,11,False,0.28489,0.20362,0.12974,0.17451,36,4072026
embedding_v4,2019_2021,False,3,forest,0.79602,0.2526,0.3835,0.23724,2095266,35,False,0.28489,0.20362,0.12974,0.17451,36,4072026
embedding_v4,2019_2021,False,4,urban,0.03407,0.23851,0.05962,0.03073,143446,36,False,0.28489,0.20362,0.12974,0.17451,36,4072026
embedding_v4,2019_2021,False,5,water,0.8986,0.47132,0.61832,0.44752,403580,35,False,0.28489,0.20362,0.12974,0.17451,36,4072026
embedding_v4,2019_2021,False,6,ag,0.67259,0.3449,0.45598,0.29532,552651,18,False,0.28489,0.20362,0.12974,0.17451,36,4072026
embedding_v4,2019_2021,False,7,grass_shrub,0.1667,0.3845,0.23257,0.13159,383091,31,False,0.28489,0.20362,0.12974,0.17451,36,4072026
embedding_v4,2019_2021,False,8,wetland,0.30138,0.14056,0.19171,0.10601,455392,28,False,0.28489,0.20362,0.12974,0.17451,36,4072026
embedding_v4,2019_2021,False,9,beaver,0.00501,0.3825,0.0099,0.00497,1200,6,False,0.28489,0.20362,0.12974,0.17451,36,4072026
embedding_v4,2019_2021,False,10,insect_disease,0.00446,0.00121,0.00191,0.00095,12363,8,False,0.28489,0.20362,0.12974,0.17451,36,4072026
embedding_v5,2019_2021,False,1,harvest,0.03059,0.10338,0.04721,0.02417,23583,19,False,0.54828,0.36959,0.28501,0.44198,36,4072026
embedding_v5,2019_2021,False,2,development,0.00062,0.04264,0.00122,0.00061,1454,11,False,0.54828,0.36959,0.28501,0.44198,36,4072026
embedding_v5,2019_2021,False,3,forest,0.89683,0.47603,0.62194,0.45132,2095266,35,False,0.54828,0.36959,0.28501,0.44198,36,4072026
embedding_v5,2019_2021,False,4,urban,0.45859,0.58969,0.51594,0.34766,143446,36,False,0.54828,0.36959,0.28501,0.44198,36,4072026
embedding_v5,2019_2021,False,5,water,0.88981,0.96269,0.92482,0.86015,403580,35,False,0.54828,0.36959,0.28501,0.44198,36,4072026
embedding_v5,2019_2021,False,6,ag,0.79432,0.78896,0.79163,0.65513,552651,18,False,0.54828,0.36959,0.28501,0.44198,36,4072026
embedding_v5,2019_2021,False,7,grass_shrub,0.27057,0.25577,0.26296,0.15139,383091,31,False,0.54828,0.36959,0.28501,0.44198,36,4072026
embedding_v5,2019_2021,False,8,wetland,0.56684,0.49366,0.52773,0.35844,455392,28,False,0.54828,0.36959,0.28501,0.44198,36,4072026
embedding_v5,2019_2021,False,9,beaver,0.00092,0.64667,0.00184,0.00092,1200,6,False,0.54828,0.36959,0.28501,0.44198,36,4072026
embedding_v5,2019_2021,False,10,insect_disease,0.0009,0.00049,0.00063,0.00032,12363,8,False,0.54828,0.36959,0.28501,0.44198,36,4072026
embedding_v6,2019_2021,False,1,harvest,0.00608,0.13891,0.01164,0.00586,23583,19,False,0.07088,0.05927,0.03213,0.01455,36,4072026
embedding_v6,2019_2021,False,2,development,0.00087,0.30399,0.00173,0.00087,1454,11,False,0.07088,0.05927,0.03213,0.01455,36,4072026
embedding_v6,2019_2021,False,3,forest,0.61533,0.03175,0.06038,0.03113,2095266,35,False,0.07088,0.05927,0.03213,0.01455,36,4072026
embedding_v6,2019_2021,False,4,urban,0.02485,0.04693,0.0325,0.01652,143446,36,False,0.07088,0.05927,0.03213,0.01455,36,4072026
embedding_v6,2019_2021,False,5,water,0.13176,0.037,0.05777,0.02975,403580,35,False,0.07088,0.05927,0.03213,0.01455,36,4072026
embedding_v6,2019_2021,False,6,ag,0.32001,0.21925,0.26022,0.14957,552651,18,False,0.07088,0.05927,0.03213,0.01455,36,4072026
embedding_v6,2019_2021,False,7,grass_shrub,0.06589,0.09595,0.07813,0.04065,383091,31,False,0.07088,0.05927,0.03213,0.01455,36,4072026
embedding_v6,2019_2021,False,8,wetland,0.08703,0.08043,0.0836,0.04362,455392,28,False,0.07088,0.05927,0.03213,0.01455,36,4072026
embedding_v6,2019_2021,False,9,beaver,0.00039,0.17,0.00078,0.00039,1200,6,False,0.07088,0.05927,0.03213,0.01455,36,4072026
embedding_v6,2019_2021,False,10,insect_disease,0.00302,0.15991,0.00593,0.00297,12363,8,False,0.07088,0.05927,0.03213,0.01455,36,4072026
embedding_v2,2020_2022,False,1,harvest,0.05528,0.11444,0.07455,0.03872,84696,20,False,0.60072,0.36729,0.28635,0.46223,36,4082109
embedding_v2,2020_2022,False,2,development,0.00527,0.3098,0.01037,0.00521,949,11,False,0.60072,0.36729,0.28635,0.46223,36,4082109
embedding_v2,2020_2022,False,3,forest,0.8794,0.63466,0.73725,0.58385,2276665,35,False,0.60072,0.36729,0.28635,0.46223,36,4082109
embedding_v2,2020_2022,False,4,urban,0.3001,0.56342,0.39161,0.24348,123797,36,False,0.60072,0.36729,0.28635,0.46223,36,4082109
embedding_v2,2020_2022,False,5,water,0.96059,0.96815,0.96435,0.93116,401513,29,False,0.60072,0.36729,0.28635,0.46223,36,4082109
embedding_v2,2020_2022,False,6,ag,0.77908,0.72862,0.753,0.60385,443109,18,False,0.60072,0.36729,0.28635,0.46223,36,4082109
embedding_v2,2020_2022,False,7,grass_shrub,0.40128,0.21612,0.28094,0.16343,336094,32,False,0.60072,0.36729,0.28635,0.46223,36,4082109
embedding_v2,2020_2022,False,8,wetland,0.60941,0.34909,0.4439,0.28526,399183,28,False,0.60072,0.36729,0.28635,0.46223,36,4082109
embedding_v2,2020_2022,False,9,beaver,0.00245,0.28562,0.00487,0.00244,1495,6,False,0.60072,0.36729,0.28635,0.46223,36,4082109
embedding_v2,2020_2022,False,10,insect_disease,0.0062,0.24309,0.01209,0.00608,14608,5,False,0.60072,0.36729,0.28635,0.46223,36,4082109
embedding_v3,2020_2022,False,1,harvest,0.05468,0.11067,0.07319,0.03799,84696,20,False,0.63249,0.38135,0.30012,0.49611,36,4082109
embedding_v3,2020_2022,False,2,development,0.00294,0.34457,0.00584,0.00293,949,11,False,0.63249,0.38135,0.30012,0.49611,36,4082109
embedding_v3,2020_2022,False,3,forest,0.89206,0.67794,0.7704,0.62655,2276665,35,False,0.63249,0.38135,0.30012,0.49611,36,4082109
embedding_v3,2020_2022,False,4,urban,0.39888,0.43209,0.41482,0.26169,123797,36,False,0.63249,0.38135,0.30012,0.49611,36,4082109
embedding_v3,2020_2022,False,5,water,0.96522,0.96549,0.96535,0.93303,401513,29,False,0.63249,0.38135,0.30012,0.49611,36,4082109
embedding_v3,2020_2022,False,6,ag,0.77893,0.77596,0.77744,0.63592,443109,18,False,0.63249,0.38135,0.30012,0.49611,36,4082109
embedding_v3,2020_2022,False,7,grass_shrub,0.36546,0.31054,0.33576,0.20175,336094,32,False,0.63249,0.38135,0.30012,0.49611,36,4082109
embedding_v3,2020_2022,False,8,wetland,0.67154,0.34058,0.45195,0.29195,399183,28,False,0.63249,0.38135,0.30012,0.49611,36,4082109
embedding_v3,2020_2022,False,9,beaver,0.00186,0.27157,0.0037,0.00185,1495,6,False,0.63249,0.38135,0.30012,0.49611,36,4082109
embedding_v3,2020_2022,False,10,insect_disease,0.00779,0.20591,0.01502,0.00757,14608,5,False,0.63249,0.38135,0.30012,0.49611,36,4082109
embedding_v4,2020_2022,False,1,harvest,0.22447,0.17276,0.19525,0.10819,84696,20,False,0.06572,0.07521,0.04329,0.02066,36,4082109
embedding_v4,2020_2022,False,2,development,0.00989,0.32666,0.0192,0.00969,949,11,False,0.06572,0.07521,0.04329,0.02066,36,4082109
embedding_v4,2020_2022,False,3,forest,0.0435,0.00159,0.00307,0.00154,2276665,35,False,0.06572,0.07521,0.04329,0.02066,36,4082109
embedding_v4,2020_2022,False,4,urban,0.02702,0.72986,0.05211,0.02675,123797,36,False,0.06572,0.07521,0.04329,0.02066,36,4082109
embedding_v4,2020_2022,False,5,water,0.01156,0.00038,0.00073,0.00036,401513,29,False,0.06572,0.07521,0.04329,0.02066,36,4082109
embedding_v4,2020_2022,False,6,ag,0.46175,0.31768,0.3764,0.23183,443109,18,False,0.06572,0.07521,0.04329,0.02066,36,4082109
embedding_v4,2020_2022,False,7,grass_shrub,0.40091,0.04603,0.08259,0.04307,336094,32,False,0.06572,0.07521,0.04329,0.02066,36,4082109
embedding_v4,2020_2022,False,8,wetland,0.28529,0.00579,0.01134,0.0057,399183,28,False,0.06572,0.07521,0.04329,0.02066,36,4082109
embedding_v4,2020_2022,False,9,beaver,0.00397,0.33779,0.00784,0.00393,1495,6,False,0.06572,0.07521,0.04329,0.02066,36,4082109
embedding_v4,2020_2022,False,10,insect_disease,0.00217,0.00986,0.00356,0.00178,14608,5,False,0.06572,0.07521,0.04329,0.02066,36,4082109
embedding_v5,2020_2022,False,1,harvest,0.01531,0.06559,0.02483,0.01257,84696,20,False,0.52128,0.3512,0.27106,0.3933,36,4082109
embedding_v5,2020_2022,False,2,development,0.00196,0.31823,0.00389,0.00195,949,11,False,0.52128,0.3512,0.27106,0.3933,36,4082109
embedding_v5,2020_2022,False,3,forest,0.88548,0.50438,0.64268,0.47349,2276665,35,False,0.52128,0.3512,0.27106,0.3933,36,4082109
embedding_v5,2020_2022,False,4,urban,0.3715,0.44643,0.40553,0.25434,123797,36,False,0.52128,0.3512,0.27106,0.3933,36,4082109
embedding_v5,2020_2022,False,5,water,0.9563,0.9688,0.96251,0.92773,401513,29,False,0.52128,0.3512,0.27106,0.3933,36,4082109
embedding_v5,2020_2022,False,6,ag,0.78598,0.71439,0.74848,0.59806,443109,18,False,0.52128,0.3512,0.27106,0.3933,36,4082109
embedding_v5,2020_2022,False,7,grass_shrub,0.32925,0.25533,0.28762,0.16796,336094,32,False,0.52128,0.3512,0.27106,0.3933,36,4082109
embedding_v5,2020_2022,False,8,wetland,0.66802,0.30769,0.42132,0.26688,399183,28,False,0.52128,0.3512,0.27106,0.3933,36,4082109
embedding_v5,2020_2022,False,9,beaver,0.00203,0.22408,0.00403,0.00202,1495,6,False,0.52128,0.3512,0.27106,0.3933,36,4082109
embedding_v5,2020_2022,False,10,insect_disease,0.00565,0.27095,0.01106,0.00556,14608,5,False,0.52128,0.3512,0.27106,0.3933,36,4082109
embedding_v6,2020_2022,False,1,harvest,0.0276,0.12593,0.04527,0.02316,84696,20,False,0.14088,0.0959,0.05257,0.03801,36,4082109
embedding_v6,2020_2022,False,2,development,0.00081,0.2529,0.00162,0.00081,949,11,False,0.14088,0.0959,0.05257,0.03801,36,4082109
embedding_v6,2020_2022,False,3,forest,0.6244,0.11975,0.20096,0.1117,2276665,35,False,0.14088,0.0959,0.05257,0.03801,36,4082109
embedding_v6,2020_2022,False,4,urban,0.02643,0.10319,0.04208,0.02149,123797,36,False,0.14088,0.0959,0.05257,0.03801,36,4082109
embedding_v6,2020_2022,False,5,water,0.21242,0.25888,0.23336,0.13209,401513,29,False,0.14088,0.0959,0.05257,0.03801,36,4082109
embedding_v6,2020_2022,False,6,ag,0.23656,0.19113,0.21144,0.11822,443109,18,False,0.14088,0.0959,0.05257,0.03801,36,4082109
embedding_v6,2020_2022,False,7,grass_shrub,0.08612,0.12037,0.10041,0.05286,336094,32,False,0.14088,0.0959,0.05257,0.03801,36,4082109
embedding_v6,2020_2022,False,8,wetland,0.10814,0.1194,0.1135,0.06016,399183,28,False,0.14088,0.0959,0.05257,0.03801,36,4082109
embedding_v6,2020_2022,False,9,beaver,0.00047,0.10702,0.00094,0.00047,1495,6,False,0.14088,0.0959,0.05257,0.03801,36,4082109
embedding_v6,2020_2022,False,10,insect_disease,0.00491,0.12856,0.00946,0.00475,14608,5,False,0.14088,0.0959,0.05257,0.03801,36,4082109
embedding_v2,2021_2023,False,1,harvest,0.63839,0.02759,0.05289,0.02716,21820,11,False,0.71984,0.39507,0.3112,0.58787,36,4079815
embedding_v2,2021_2023,False,2,development,0.19622,0.06854,0.10159,0.05352,3487,10,False,0.71984,0.39507,0.3112,0.58787,36,4079815
embedding_v2,2021_2023,False,3,forest,0.90772,0.80612,0.85391,0.74506,2259909,36,False,0.71984,0.39507,0.3112,0.58787,36,4079815
embedding_v2,2021_2023,False,4,urban,0.37077,0.72859,0.49145,0.32578,132215,36,False,0.71984,0.39507,0.3112,0.58787,36,4079815
embedding_v2,2021_2023,False,5,water,0.87041,0.94665,0.90693,0.82971,316230,28,False,0.71984,0.39507,0.3112,0.58787,36,4079815
embedding_v2,2021_2023,False,6,ag,0.77114,0.87836,0.82126,0.69673,491795,18,False,0.71984,0.39507,0.3112,0.58787,36,4079815
embedding_v2,2021_2023,False,7,grass_shrub,0.19426,0.22643,0.20911,0.11676,353632,33,False,0.71984,0.39507,0.3112,0.58787,36,4079815
embedding_v2,2021_2023,False,8,wetland,0.44511,0.41563,0.42987,0.27378,496034,29,False,0.71984,0.39507,0.3112,0.58787,36,4079815
embedding_v2,2021_2023,False,9,beaver,0.00146,0.04541,0.00282,0.00141,925,5,False,0.71984,0.39507,0.3112,0.58787,36,4079815
embedding_v2,2021_2023,False,10,insect_disease,0.10043,0.06768,0.08086,0.04213,3768,4,True,0.71984,0.39507,0.3112,0.58787,36,4079815
embedding_v3,2021_2023,False,1,harvest,0.03803,0.00156,0.00299,0.0015,21820,11,False,0.65416,0.41164,0.29361,0.52202,36,4079815
embedding_v3,2021_2023,False,2,development,0.00213,0.00602,0.00315,0.00158,3487,10,False,0.65416,0.41164,0.29361,0.52202,36,4079815
embedding_v3,2021_2023,False,3,forest,0.92051,0.69069,0.78921,0.65182,2259909,36,False,0.65416,0.41164,0.29361,0.52202,36,4079815
embedding_v3,2021_2023,False,4,urban,0.38804,0.71686,0.50352,0.33647,132215,36,False,0.65416,0.41164,0.29361,0.52202,36,4079815
embedding_v3,2021_2023,False,5,water,0.87415,0.94343,0.90747,0.83061,316230,28,False,0.65416,0.41164,0.29361,0.52202,36,4079815
embedding_v3,2021_2023,False,6,ag,0.8003,0.85827,0.82827,0.70688,491795,18,False,0.65416,0.41164,0.29361,0.52202,36,4079815
embedding_v3,2021_2023,False,7,grass_shrub,0.22693,0.29906,0.25805,0.14814,353632,33,False,0.65416,0.41164,0.29361,0.52202,36,4079815
embedding_v3,2021_2023,False,8,wetland,0.45205,0.37634,0.41074,0.25845,496034,29,False,0.65416,0.41164,0.29361,0.52202,36,4079815
embedding_v3,2021_2023,False,9,beaver,0.00068,0.28216,0.00137,0.00068,925,5,False,0.65416,0.41164,0.29361,0.52202,36,4079815
embedding_v3,2021_2023,False,10,insect_disease,0.0,0.0,,0.0,3768,4,True,0.65416,0.41164,0.29361,0.52202,36,4079815
embedding_v4,2021_2023,False,1,harvest,0.02877,0.01233,0.01726,0.00871,21820,11,False,0.15754,0.09222,0.05119,0.03316,36,4079815
embedding_v4,2021_2023,False,2,development,0.05567,0.10009,0.07155,0.0371,3487,10,False,0.15754,0.09222,0.05119,0.03316,36,4079815
embedding_v4,2021_2023,False,3,forest,0.53223,0.1261,0.20389,0.11352,2259909,36,False,0.15754,0.09222,0.05119,0.03316,36,4079815
embedding_v4,2021_2023,False,4,urban,0.02281,0.31149,0.04251,0.02172,132215,36,False,0.15754,0.09222,0.05119,0.03316,36,4079815
embedding_v4,2021_2023,False,5,water,0.00667,0.00025,0.00048,0.00024,316230,28,False,0.15754,0.09222,0.05119,0.03316,36,4079815
embedding_v4,2021_2023,False,6,ag,0.20785,0.49266,0.29236,0.1712,491795,18,False,0.15754,0.09222,0.05119,0.03316,36,4079815
embedding_v4,2021_2023,False,7,grass_shrub,0.30702,0.1492,0.20081,0.11161,353632,33,False,0.15754,0.09222,0.05119,0.03316,36,4079815
embedding_v4,2021_2023,False,8,wetland,0.17131,0.03725,0.0612,0.03156,496034,29,False,0.15754,0.09222,0.05119,0.03316,36,4079815
embedding_v4,2021_2023,False,9,beaver,0.01001,0.02919,0.01491,0.00751,925,5,False,0.15754,0.09222,0.05119,0.03316,36,4079815
embedding_v4,2021_2023,False,10,insect_disease,0.00874,0.61173,0.01724,0.0087,3768,4,True,0.15754,0.09222,0.05119,0.03316,36,4079815
embedding_v5,2021_2023,False,1,harvest,0.00738,0.00234,0.00355,0.00178,21820,11,False,0.65922,0.40502,0.2878,0.52379,36,4079815
embedding_v5,2021_2023,False,2,development,0.01306,0.03384,0.01885,0.00951,3487,10,False,0.65922,0.40502,0.2878,0.52379,36,4079815
embedding_v5,2021_2023,False,3,forest,0.91232,0.70518,0.79549,0.66042,2259909,36,False,0.65922,0.40502,0.2878,0.52379,36,4079815
embedding_v5,2021_2023,False,4,urban,0.35283,0.73267,0.4763,0.31259,132215,36,False,0.65922,0.40502,0.2878,0.52379,36,4079815
embedding_v5,2021_2023,False,5,water,0.86282,0.94651,0.90273,0.8227,316230,28,False,0.65922,0.40502,0.2878,0.52379,36,4079815
embedding_v5,2021_2023,False,6,ag,0.77296,0.86305,0.81552,0.68851,491795,18,False,0.65922,0.40502,0.2878,0.52379,36,4079815
embedding_v5,2021_2023,False,7,grass_shrub,0.18768,0.283,0.22569,0.1272,353632,33,False,0.65922,0.40502,0.2878,0.52379,36,4079815
embedding_v5,2021_2023,False,8,wetland,0.47925,0.35255,0.40625,0.2549,496034,29,False,0.65922,0.40502,0.2878,0.52379,36,4079815
embedding_v5,2021_2023,False,9,beaver,0.0004,0.10703,0.0008,0.0004,925,5,False,0.65922,0.40502,0.2878,0.52379,36,4079815
embedding_v5,2021_2023,False,10,insect_disease,0.0,0.0,,0.0,3768,4,True,0.65922,0.40502,0.2878,0.52379,36,4079815
embedding_v6,2021_2023,False,1,harvest,0.00484,0.10559,0.00926,0.00465,21820,11,False,0.07907,0.06589,0.03511,0.00607,36,4079815
embedding_v6,2021_2023,False,2,development,0.00355,0.40837,0.00704,0.00353,3487,10,False,0.07907,0.06589,0.03511,0.00607,36,4079815
embedding_v6,2021_2023,False,3,forest,0.5468,0.05208,0.09511,0.04993,2259909,36,False,0.07907,0.06589,0.03511,0.00607,36,4079815
embedding_v6,2021_2023,False,4,urban,0.03616,0.09483,0.05236,0.02688,132215,36,False,0.07907,0.06589,0.03511,0.00607,36,4079815
embedding_v6,2021_2023,False,5,water,0.22449,0.16436,0.18978,0.10484,316230,28,False,0.07907,0.06589,0.03511,0.00607,36,4079815
embedding_v6,2021_2023,False,6,ag,0.16322,0.11236,0.1331,0.07129,491795,18,False,0.07907,0.06589,0.03511,0.00607,36,4079815
embedding_v6,2021_2023,False,7,grass_shrub,0.06218,0.09987,0.07664,0.03985,353632,33,False,0.07907,0.06589,0.03511,0.00607,36,4079815
embedding_v6,2021_2023,False,8,wetland,0.09628,0.09209,0.09414,0.04939,496034,29,False,0.07907,0.06589,0.03511,0.00607,36,4079815
embedding_v6,2021_2023,False,9,beaver,0.00018,0.09081,0.00036,0.00018,925,5,False,0.07907,0.06589,0.03511,0.00607,36,4079815
embedding_v6,2021_2023,False,10,insect_disease,0.00057,0.08386,0.00113,0.00056,3768,4,True,0.07907,0.06589,0.03511,0.00607,36,4079815
embedding_v2,pooled,False,1,harvest,0.12256,0.116,0.11919,0.06337,232769,85,False,0.65944,0.38317,0.30089,0.5356,180,20404977
embedding_v2,pooled,False,2,development,0.00979,0.1456,0.01834,0.00926,12596,54,False,0.65944,0.38317,0.30089,0.5356,180,20404977
embedding_v2,pooled,False,3,forest,0.88344,0.72008,0.79344,0.6576,10569560,177,False,0.65944,0.38317,0.30089,0.5356,180,20404977
embedding_v2,pooled,False,4,urban,0.35201,0.68713,0.46554,0.30339,661146,179,False,0.65944,0.38317,0.30089,0.5356,180,20404977
embedding_v2,pooled,False,5,water,0.92384,0.9536,0.93849,0.8841,1725908,150,False,0.65944,0.38317,0.30089,0.5356,180,20404977
embedding_v2,pooled,False,6,ag,0.81636,0.78372,0.79971,0.66626,3110297,96,False,0.65944,0.38317,0.30089,0.5356,180,20404977
embedding_v2,pooled,False,7,grass_shrub,0.26956,0.22706,0.24649,0.14057,1768935,158,False,0.65944,0.38317,0.30089,0.5356,180,20404977
embedding_v2,pooled,False,8,wetland,0.48682,0.38595,0.43056,0.27434,2247007,139,False,0.65944,0.38317,0.30089,0.5356,180,20404977
embedding_v2,pooled,False,9,beaver,0.00223,0.3512,0.00443,0.00222,8021,31,False,0.65944,0.38317,0.30089,0.5356,180,20404977
embedding_v2,pooled,False,10,insect_disease,0.00847,0.09704,0.01557,0.00785,68738,36,False,0.65944,0.38317,0.30089,0.5356,180,20404977
embedding_v3,pooled,False,1,harvest,0.08191,0.08396,0.08292,0.04325,232769,85,False,0.63533,0.38082,0.29892,0.51393,180,20404977
embedding_v3,pooled,False,2,development,0.00388,0.07455,0.00738,0.0037,12596,54,False,0.63533,0.38082,0.29892,0.51393,180,20404977
embedding_v3,pooled,False,3,forest,0.89278,0.67305,0.7675,0.62271,10569560,177,False,0.63533,0.38082,0.29892,0.51393,180,20404977
embedding_v3,pooled,False,4,urban,0.39911,0.65944,0.49727,0.33091,661146,179,False,0.63533,0.38082,0.29892,0.51393,180,20404977
embedding_v3,pooled,False,5,water,0.92123,0.95536,0.93799,0.88322,1725908,150,False,0.63533,0.38082,0.29892,0.51393,180,20404977
embedding_v3,pooled,False,6,ag,0.81209,0.80052,0.80627,0.67542,3110297,96,False,0.63533,0.38082,0.29892,0.51393,180,20404977
embedding_v3,pooled,False,7,grass_shrub,0.28691,0.27289,0.27973,0.1626,1768935,158,False,0.63533,0.38082,0.29892,0.51393,180,20404977
embedding_v3,pooled,False,8,wetland,0.5161,0.3393,0.40943,0.25741,2247007,139,False,0.63533,0.38082,0.29892,0.51393,180,20404977
embedding_v3,pooled,False,9,beaver,0.00141,0.37489,0.00281,0.00141,8021,31,False,0.63533,0.38082,0.29892,0.51393,180,20404977
embedding_v3,pooled,False,10,insect_disease,0.00928,0.09712,0.01693,0.00854,68738,36,False,0.63533,0.38082,0.29892,0.51393,180,20404977
embedding_v4,pooled,False,1,harvest,0.15261,0.14002,0.14604,0.07877,232769,85,False,0.24519,0.16162,0.09632,0.12305,180,20404977
embedding_v4,pooled,False,2,development,0.00254,0.15418,0.005,0.0025,12596,54,False,0.24519,0.16162,0.09632,0.12305,180,20404977
embedding_v4,pooled,False,3,forest,0.69809,0.23464,0.35123,0.21302,10569560,177,False,0.24519,0.16162,0.09632,0.12305,180,20404977
embedding_v4,pooled,False,4,urban,0.02785,0.39257,0.05202,0.0267,661146,179,False,0.24519,0.16162,0.09632,0.12305,180,20404977
embedding_v4,pooled,False,5,water,0.66405,0.19347,0.29964,0.17622,1725908,150,False,0.24519,0.16162,0.09632,0.12305,180,20404977
embedding_v4,pooled,False,6,ag,0.47255,0.48071,0.4766,0.31285,3110297,96,False,0.24519,0.16162,0.09632,0.12305,180,20404977
embedding_v4,pooled,False,7,grass_shrub,0.19527,0.14814,0.16847,0.09199,1768935,158,False,0.24519,0.16162,0.09632,0.12305,180,20404977
embedding_v4,pooled,False,8,wetland,0.27511,0.05908,0.09727,0.05112,2247007,139,False,0.24519,0.16162,0.09632,0.12305,180,20404977
embedding_v4,pooled,False,9,beaver,0.00599,0.19025,0.01161,0.00584,8021,31,False,0.24519,0.16162,0.09632,0.12305,180,20404977
embedding_v4,pooled,False,10,insect_disease,0.00451,0.05317,0.00832,0.00418,68738,36,False,0.24519,0.16162,0.09632,0.12305,180,20404977
embedding_v5,pooled,False,1,harvest,0.02857,0.07368,0.04118,0.02102,232769,85,False,0.59349,0.36528,0.2847,0.47187,180,20404977
embedding_v5,pooled,False,2,development,0.00287,0.08733,0.00556,0.00279,12596,54,False,0.59349,0.36528,0.2847,0.47187,180,20404977
embedding_v5,pooled,False,3,forest,0.88551,0.6034,0.71773,0.55973,10569560,177,False,0.59349,0.36528,0.2847,0.47187,180,20404977
embedding_v5,pooled,False,4,urban,0.38057,0.65481,0.48137,0.31698,661146,179,False,0.59349,0.36528,0.2847,0.47187,180,20404977
embedding_v5,pooled,False,5,water,0.91421,0.95349,0.93344,0.87518,1725908,150,False,0.59349,0.36528,0.2847,0.47187,180,20404977
embedding_v5,pooled,False,6,ag,0.81777,0.77761,0.79719,0.66277,3110297,96,False,0.59349,0.36528,0.2847,0.47187,180,20404977
embedding_v5,pooled,False,7,grass_shrub,0.25203,0.26075,0.25631,0.14699,1768935,158,False,0.59349,0.36528,0.2847,0.47187,180,20404977
embedding_v5,pooled,False,8,wetland,0.51899,0.33222,0.40511,0.25401,2247007,139,False,0.59349,0.36528,0.2847,0.47187,180,20404977
embedding_v5,pooled,False,9,beaver,0.00154,0.40344,0.00307,0.00154,8021,31,False,0.59349,0.36528,0.2847,0.47187,180,20404977
embedding_v5,pooled,False,10,insect_disease,0.00636,0.08832,0.01186,0.00596,68738,36,False,0.59349,0.36528,0.2847,0.47187,180,20404977
embedding_v6,pooled,False,1,harvest,0.01266,0.11492,0.0228,0.01153,232769,85,False,0.12986,0.08867,0.04858,0.03967,180,20404977
embedding_v6,pooled,False,2,development,0.00221,0.31685,0.00439,0.0022,12596,54,False,0.12986,0.08867,0.04858,0.03967,180,20404977
embedding_v6,pooled,False,3,forest,0.66313,0.1094,0.18782,0.10364,10569560,177,False,0.12986,0.08867,0.04858,0.03967,180,20404977
embedding_v6,pooled,False,4,urban,0.02724,0.08447,0.04119,0.02103,661146,179,False,0.12986,0.08867,0.04858,0.03967,180,20404977
embedding_v6,pooled,False,5,water,0.14192,0.15922,0.15007,0.08112,1725908,150,False,0.12986,0.08867,0.04858,0.03967,180,20404977
embedding_v6,pooled,False,6,ag,0.33983,0.21743,0.26519,0.15286,3110297,96,False,0.12986,0.08867,0.04858,0.03967,180,20404977
embedding_v6,pooled,False,7,grass_shrub,0.08564,0.11808,0.09927,0.05223,1768935,158,False,0.12986,0.08867,0.04858,0.03967,180,20404977
embedding_v6,pooled,False,8,wetland,0.11242,0.10655,0.1094,0.05787,2247007,139,False,0.12986,0.08867,0.04858,0.03967,180,20404977
embedding_v6,pooled,False,9,beaver,0.0005,0.12068,0.00099,0.0005,8021,31,False,0.12986,0.08867,0.04858,0.03967,180,20404977
embedding_v6,pooled,False,10,insect_disease,0.00287,0.09433,0.00557,0.00279,68738,36,False,0.12986,0.08867,0.04858,0.03967,180,20404977
